5,48,"BOCA DO ACRE",2016-01-08 14:42:37.225598,2016-01-08 14:42:37.225598
3,17,"FEIJO",2016-01-08 14:42:36.646724,2016-01-08 14:42:36.646724
3,19,"CRUZEIRO DO SUL",2016-01-08 14:42:36.681421,2016-01-08 14:42:36.681421
17,165,"PERUIBE",2016-01-08 14:42:39.243666,2016-01-08 14:42:39.243666
6,60,"BENJAMIN CONSTANT",2016-01-08 14:42:37.45905,2016-01-08 14:42:37.45905
6,62,"TABATINGA",2016-01-08 14:42:37.495935,2016-01-08 14:42:37.495935
6,52,"SAO PAULO DE OLIVENCA",2016-01-08 14:42:37.299871,2016-01-08 14:42:37.299871
16,149,"NORMANDIA",2016-01-08 14:42:38.977169,2016-01-08 14:42:38.977169
4,39,"SAO GABRIEL DA CACHOEIRA",2016-01-08 14:42:37.066371,2016-01-08 14:42:37.066371
17,159,"MONGAGUA",2016-01-08 14:42:39.142961,2016-01-08 14:42:39.142961
30,305,"ATALAIA DO NORTE",2016-01-08 14:42:41.982845,2016-01-08 14:42:41.982845
4,24,"SAO GABRIEL DA CACHOEIRA",2016-01-08 14:42:36.776084,2016-01-08 14:42:36.776084
4,35,"SAO GABRIEL DA CACHOEIRA",2016-01-08 14:42:36.989675,2016-01-08 14:42:36.989675
20,200,"ANTONIO JOAO",2016-01-08 14:42:39.841077,2016-01-08 14:42:39.841077
34,357,"MUCAJAI",2016-01-08 14:42:42.84625,2016-01-08 14:42:42.84625
6,61,"TABATINGA",2016-01-08 14:42:37.477972,2016-01-08 14:42:37.477972
34,332,"MUCAJAI",2016-01-08 14:42:42.432861,2016-01-08 14:42:42.432861
34,346,"SAO GABRIEL DA CACHOEIRA",2016-01-08 14:42:42.662935,2016-01-08 14:42:42.662935
34,358,"SAO GABRIEL DA CACHOEIRA",2016-01-08 14:42:42.861593,2016-01-08 14:42:42.861593
34,348,"SAO GABRIEL DA CACHOEIRA",2016-01-08 14:42:42.694415,2016-01-08 14:42:42.694415
34,356,"ALTO ALEGRE",2016-01-08 14:42:42.831522,2016-01-08 14:42:42.831522
23,247,"ARACUAI",2016-01-08 14:42:40.789302,2016-01-08 14:42:40.789302
28,291,"JACAREACANGA",2016-01-08 14:42:41.650065,2016-01-08 14:42:41.650065
21,208,"LABREA",2016-01-08 14:42:39.997528,2016-01-08 14:42:39.997528
34,325,"BARCELOS",2016-01-08 14:42:42.312219,2016-01-08 14:42:42.312219
8,71,"SAO FELIX DO ARAGUAIA",2016-01-08 14:42:37.662329,2016-01-08 14:42:37.662329
29,297,"SANTA FE DO ARAGUAIA",2016-01-08 14:42:41.790027,2016-01-08 14:42:41.790027
8,72,"SANTA TEREZINHA",2016-01-08 14:42:37.6773,2016-01-08 14:42:37.6773
4,38,"BARCELOS",2016-01-08 14:42:37.046989,2016-01-08 14:42:37.046989
4,45,"BARCELOS",2016-01-08 14:42:37.176827,2016-01-08 14:42:37.176827
4,44,"BARCELOS",2016-01-08 14:42:37.158937,2016-01-08 14:42:37.158937
4,23,"SANTA ISABEL DO RIO NEGRO",2016-01-08 14:42:36.756832,2016-01-08 14:42:36.756832
4,36,"SANTA ISABEL DO RIO NEGRO",2016-01-08 14:42:37.007823,2016-01-08 14:42:37.007823
4,34,"SANTA ISABEL DO RIO NEGRO",2016-01-08 14:42:36.968892,2016-01-08 14:42:36.968892
4,31,"SAO GABRIEL DA CACHOEIRA",2016-01-08 14:42:36.914493,2016-01-08 14:42:36.914493
4,25,"SAO GABRIEL DA CACHOEIRA",2016-01-08 14:42:36.804672,2016-01-08 14:42:36.804672
34,326,"AMAJARI",2016-01-08 14:42:42.327502,2016-01-08 14:42:42.327502
12,102,"TOME-ACU",2016-01-08 14:42:38.188135,2016-01-08 14:42:38.188135
12,99,"PARAGOMINAS",2016-01-08 14:42:38.132876,2016-01-08 14:42:38.132876
1,3,"AGUA BRANCA",2016-01-08 14:42:36.379289,2016-01-08 14:42:36.379289
26,281,"GUAJARA-MIRIM",2016-01-08 14:42:41.448454,2016-01-08 14:42:41.448454
19,189,"BOM JARDIM",2016-01-08 14:42:39.652831,2016-01-08 14:42:39.652831
19,187,"BARRA DO CORDA",2016-01-08 14:42:39.621063,2016-01-08 14:42:39.621063
19,188,"AMARANTE DO MARANHAO",2016-01-08 14:42:39.637358,2016-01-08 14:42:39.637358
12,105,"OBIDOS",2016-01-08 14:42:38.239985,2016-01-08 14:42:38.239985
4,43,"SAO GABRIEL DA CACHOEIRA",2016-01-08 14:42:37.139185,2016-01-08 14:42:37.139185
16,132,"AMAJARI",2016-01-08 14:42:38.695385,2016-01-08 14:42:38.695385
16,138,"BOA VISTA",2016-01-08 14:42:38.786981,2016-01-08 14:42:38.786981
16,131,"UIRAMUTA",2016-01-08 14:42:38.675089,2016-01-08 14:42:38.675089
3,15,"JORDAO",2016-01-08 14:42:36.611239,2016-01-08 14:42:36.611239
3,16,"MARECHAL THAUMATURGO",2016-01-08 14:42:36.627477,2016-01-08 14:42:36.627477
3,20,"PORTO WALTER",2016-01-08 14:42:36.698418,2016-01-08 14:42:36.698418
3,14,"MANCIO LIMA",2016-01-08 14:42:36.59384,2016-01-08 14:42:36.59384
17,167,"PORTO ALEGRE",2016-01-08 14:42:39.279802,2016-01-08 14:42:39.279802
13,109,"JOSE BOITEUX",2016-01-08 14:42:38.302895,2016-01-08 14:42:38.302895
13,111,"CHAPECO",2016-01-08 14:42:38.335875,2016-01-08 14:42:38.335875
17,162,"SAO JOSE",2016-01-08 14:42:39.195896,2016-01-08 14:42:39.195896
17,157,"PARANAGUA",2016-01-08 14:42:39.107747,2016-01-08 14:42:39.107747
23,249,"ARACRUZ",2016-01-08 14:42:40.825997,2016-01-08 14:42:40.825997
23,233,"ARACRUZ",2016-01-08 14:42:40.515904,2016-01-08 14:42:40.515904
23,234,"BERTOPOLIS",2016-01-08 14:42:40.541714,2016-01-08 14:42:40.541714
