"TURVO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"NONOAI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TERRA ROXA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BRAUNA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CHAPECO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"LONDRINA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO MIGUEL DO IGUACU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"VITOR MEIRELES","2015-11-06 00:00:00","2015-11-06 00:00:00"
"UNIAO DA VITORIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TAMARANA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"IPUACU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"LAJEADO DO BUGRE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SANTA HELENA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO JERONIMO DA SERRA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PORTO UNIAO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ORTIGUEIRA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"RIO DOS INDIOS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MULITERNO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CARAZINHO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ESTRELA VELHA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ABATIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"LARANJEIRAS DO SUL","2015-11-06 00:00:00","2015-11-06 00:00:00"
"DIAMANTE D'OESTE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TENENTE PORTELA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO MIGUEL DAS MISSOES","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SALTO DO JACUI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"RONDA ALTA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CLEVELANDIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ESPIGAO ALTO DO IGUACU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CACIQUE DOBLE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CONSTANTINA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PALMAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TRES PALMEIRAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"LIBERATO SALZANO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MATO CASTELHANO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO VALERIO DO SUL","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PASSO FUNDO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"GENTIL","2015-11-06 00:00:00","2015-11-06 00:00:00"
"GRAMADO DOS LOUREIROS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SANTA MARIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"EREBANGO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ABELARDO LUZ","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SANTA AMELIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"IRAI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MANOEL RIBAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ITAPORANGA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CANDIDO DE ABREU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"IBIRAIARAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"FAXINALZINHO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PEIXOTO DE AZEVEDO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO JOSE DO XINGU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"JUARA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"JACAREACANGA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MATUPA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"APIACAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"GUARANTA DO NORTE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"OURILANDIA DO NORTE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"REDENCAO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CUMARU DO NORTE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PAU D'ARCO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BANNACH","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BONFIM","2015-11-06 00:00:00","2015-11-06 00:00:00"
"UIRAMUTA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"NORMANDIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PACARAIMA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BOA VISTA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"AMAJARI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CAROEBE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CANTA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ALTO ALEGRE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO LUIZ","2015-11-06 00:00:00","2015-11-06 00:00:00"
"IGUAPE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MAQUINE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"GUARAQUECABA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PARIQUERA-ACU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MIRACATU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MONGAGUA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CANANEIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PORTO ALEGRE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PALMARES DO SUL","2015-11-06 00:00:00","2015-11-06 00:00:00"
"IMARUI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO FRANCISCO DO SUL","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ARAQUARI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO PAULO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PERUIBE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PARATY","2015-11-06 00:00:00","2015-11-06 00:00:00"
"RIOZINHO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PALHOCA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"LAJEADO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BIGUACU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"UBATUBA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PONTAL DO PARANA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CAPIVARI DO SUL","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PIRAQUARA","2015-11-06 00:00:00","2015-11-06 00:00:00"
